id,title,body_html,vendor,product_type,tags,status,created_at,updated_at,published_at,template_suffix,admin_graphql_api_id,variant_id,variant_title,variant_price,variant_sku,variant_barcode,variant_weight,variant_weight_unit,variant_inventory_quantity,variant_inventory_policy,variant_fulfillment_service
8157096935727,HARIO V60 透過ドリッパー セラミックホワイト,"<p>バリスタのスタンダード<br>お湯の速度で「味」が変えられる、V60透過ドリッパーです。</p>
<p>01シリーズ（1～2杯用）360ml<br>02シリーズ（1～4杯用）600ml</p>
<p>・ネルドリップの美味しさとペーパードリップの手軽さを両立<br>・珈琲粉の層が深くなる「円すい形」が、しっかり旨みを抽出します。<br>・素早く注げばスッキリ味、ゆっくり注げばコク深い味。大きなひとつ穴なので、注湯の速度で味が変えられます。<br>・珈琲粉の膨らみを妨げない、スパイラルリブ採用。<br>・1〜4杯用(一杯120ml)・V60計量スプーン付き。</p>",ボタリズムコーヒーロースター,Equipments,"equipments, hario",active,2023-03-07T21:17:05+09:00,2024-11-20T07:24:20+09:00,2023-03-07T21:21:06+09:00,,gid://shopify/Product/8157096935727,44635044184367,02シリーズ（1-4杯用）,2200,,,1000.0,g,3,continue,manual
8157108109615,HARIO V60用ペーパーフィルター 100枚個箱入り,"<p>V60シリーズ用のペーパーフィルターです。</p>
<p>01シリーズ（1～2杯用）<br>02シリーズ（1～4杯用）</p>
<p>・100枚入り<br>・材質:パルプ100%みさらし</p>",ボタリズムコーヒーロースター,Equipments,"equipments, hario",active,2023-03-07T21:30:37+09:00,2025-01-07T12:01:05+09:00,2023-03-07T21:30:37+09:00,,gid://shopify/Product/8157108109615,44635079835951,01シリーズ（1-2杯用）,500,,,1000.0,g,20,continue,manual
8157108109615,HARIO V60用ペーパーフィルター 100枚個箱入り,"<p>V60シリーズ用のペーパーフィルターです。</p>
<p>01シリーズ（1～2杯用）<br>02シリーズ（1～4杯用）</p>
<p>・100枚入り<br>・材質:パルプ100%みさらし</p>",ボタリズムコーヒーロースター,Equipments,"equipments, hario",active,2023-03-07T21:30:37+09:00,2025-01-07T12:01:05+09:00,2023-03-07T21:30:37+09:00,,gid://shopify/Product/8157108109615,44635079868719,02シリーズ（1-4杯用）,550,,,1000.0,g,18,continue,manual
10353552589103,Smile with Amy,"<p>こちらのブレンドは合計500g以上のご注文より承ります。</p>
<h5>製  品  名　スマイル ウィズ エイミー<br>プロセス　プリミックスブレンド<br><br>※他のコーヒー豆との合計ではなく単品での合計</h5>",ボタリズムコーヒーロースター,Beans,"beans, blend, ブレンド",draft,2024-10-02T15:33:17+09:00,2025-02-12T11:40:42+09:00,,,gid://shopify/Product/10353552589103,50556466069807,豆のまま / 200g,1600,,,220.0,kg,0,continue,manual
10353552589103,Smile with Amy,"<p>こちらのブレンドは合計500g以上のご注文より承ります。</p>
<h5>製  品  名　スマイル ウィズ エイミー<br>プロセス　プリミックスブレンド<br><br>※他のコーヒー豆との合計ではなく単品での合計</h5>",ボタリズムコーヒーロースター,Beans,"beans, blend, ブレンド",draft,2024-10-02T15:33:17+09:00,2025-02-12T11:40:42+09:00,,,gid://shopify/Product/10353552589103,50556466102575,豆のまま / 300g,2400,,,320.0,g,0,deny,manual
10353552589103,Smile with Amy,"<p>こちらのブレンドは合計500g以上のご注文より承ります。</p>
<h5>製  品  名　スマイル ウィズ エイミー<br>プロセス　プリミックスブレンド<br><br>※他のコーヒー豆との合計ではなく単品での合計</h5>",ボタリズムコーヒーロースター,Beans,"beans, blend, ブレンド",draft,2024-10-02T15:33:17+09:00,2025-02-12T11:40:42+09:00,,,gid://shopify/Product/10353552589103,50556466135343,豆のまま / 500g,3800,,,550.0,kg,0,deny,manual
10353552589103,Smile with Amy,"<p>こちらのブレンドは合計500g以上のご注文より承ります。</p>
<h5>製  品  名　スマイル ウィズ エイミー<br>プロセス　プリミックスブレンド<br><br>※他のコーヒー豆との合計ではなく単品での合計</h5>",ボタリズムコーヒーロースター,Beans,"beans, blend, ブレンド",draft,2024-10-02T15:33:17+09:00,2025-02-12T11:40:42+09:00,,,gid://shopify/Product/10353552589103,50556466168111,中細挽き / 200g,1600,,,220.0,g,-1,deny,manual
10353552589103,Smile with Amy,"<p>こちらのブレンドは合計500g以上のご注文より承ります。</p>
<h5>製  品  名　スマイル ウィズ エイミー<br>プロセス　プリミックスブレンド<br><br>※他のコーヒー豆との合計ではなく単品での合計</h5>",ボタリズムコーヒーロースター,Beans,"beans, blend, ブレンド",draft,2024-10-02T15:33:17+09:00,2025-02-12T11:40:42+09:00,,,gid://shopify/Product/10353552589103,50556466200879,中細挽き / 300g,2400,,,320.0,g,0,deny,manual
10353552589103,Smile with Amy,"<p>こちらのブレンドは合計500g以上のご注文より承ります。</p>
<h5>製  品  名　スマイル ウィズ エイミー<br>プロセス　プリミックスブレンド<br><br>※他のコーヒー豆との合計ではなく単品での合計</h5>",ボタリズムコーヒーロースター,Beans,"beans, blend, ブレンド",draft,2024-10-02T15:33:17+09:00,2025-02-12T11:40:42+09:00,,,gid://shopify/Product/10353552589103,50556466233647,中細挽き / 500g,3800,,,550.0,g,-2,deny,manual
8142135263535,インドネシア スマトラ G1 タノバタック スマトラ式,"<p><strong>【焙煎士から一言】</strong><br>高品質なグレード１のマンデリン「タノバタック」のハーバルな香り、チョコレートやバターのような濃厚なマウスフィールをお楽しみください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>マンデリンという名称で知名度の高いスマトラ島のアラビカ種のコーヒーはインドネシアではコーヒー全体のうち10%程度しか生産されておらず、そのコクの深い風味は日本のコーヒー通の間で長く親しまれています。<br>「タノバタック」は「民族の大地」を意味します。6つの言語を持つ民族からなるバタック族にとってコーヒー栽培は共通の重要な農的な営みであり、火山灰土壌、有機物に富んだ肥沃な大地でマメ科植物をシェードツリーとして混植し、理想的な環境下で栽培しています。<br>恵まれた環境下で育つコーヒーチェリーを熟した状態で収穫し、スマトラ式と言われるプロセスによって濃い緑の生豆となります。<br></p>
<p>製  品  名　インドネシア リントン タノバタック<br>生産地区　スマトラ島 リントン地区<br>標　　高　1200～1500m<br>生  産  者　バタック族<br>プロセス　スマトラ式<br>焙  煎  度　フルシティロースト</p>",ボタリズムコーヒーロースター,Beans,"beans, Indonesia, インドネシア, スマトラ, スマトラ式, フルシティロースト, 深煎り",active,2023-03-01T19:13:27+09:00,2025-08-02T06:58:10+09:00,2023-03-03T12:32:29+09:00,,gid://shopify/Product/8142135263535,44583735427375,豆のまま / 100g,900,,,120.0,g,-16,continue,manual
8142135263535,インドネシア スマトラ G1 タノバタック スマトラ式,"<p><strong>【焙煎士から一言】</strong><br>高品質なグレード１のマンデリン「タノバタック」のハーバルな香り、チョコレートやバターのような濃厚なマウスフィールをお楽しみください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>マンデリンという名称で知名度の高いスマトラ島のアラビカ種のコーヒーはインドネシアではコーヒー全体のうち10%程度しか生産されておらず、そのコクの深い風味は日本のコーヒー通の間で長く親しまれています。<br>「タノバタック」は「民族の大地」を意味します。6つの言語を持つ民族からなるバタック族にとってコーヒー栽培は共通の重要な農的な営みであり、火山灰土壌、有機物に富んだ肥沃な大地でマメ科植物をシェードツリーとして混植し、理想的な環境下で栽培しています。<br>恵まれた環境下で育つコーヒーチェリーを熟した状態で収穫し、スマトラ式と言われるプロセスによって濃い緑の生豆となります。<br></p>
<p>製  品  名　インドネシア リントン タノバタック<br>生産地区　スマトラ島 リントン地区<br>標　　高　1200～1500m<br>生  産  者　バタック族<br>プロセス　スマトラ式<br>焙  煎  度　フルシティロースト</p>",ボタリズムコーヒーロースター,Beans,"beans, Indonesia, インドネシア, スマトラ, スマトラ式, フルシティロースト, 深煎り",active,2023-03-01T19:13:27+09:00,2025-08-02T06:58:10+09:00,2023-03-03T12:32:29+09:00,,gid://shopify/Product/8142135263535,44583735460143,豆のまま / 200g,1800,,,220.0,g,-51,continue,manual
8142135263535,インドネシア スマトラ G1 タノバタック スマトラ式,"<p><strong>【焙煎士から一言】</strong><br>高品質なグレード１のマンデリン「タノバタック」のハーバルな香り、チョコレートやバターのような濃厚なマウスフィールをお楽しみください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>マンデリンという名称で知名度の高いスマトラ島のアラビカ種のコーヒーはインドネシアではコーヒー全体のうち10%程度しか生産されておらず、そのコクの深い風味は日本のコーヒー通の間で長く親しまれています。<br>「タノバタック」は「民族の大地」を意味します。6つの言語を持つ民族からなるバタック族にとってコーヒー栽培は共通の重要な農的な営みであり、火山灰土壌、有機物に富んだ肥沃な大地でマメ科植物をシェードツリーとして混植し、理想的な環境下で栽培しています。<br>恵まれた環境下で育つコーヒーチェリーを熟した状態で収穫し、スマトラ式と言われるプロセスによって濃い緑の生豆となります。<br></p>
<p>製  品  名　インドネシア リントン タノバタック<br>生産地区　スマトラ島 リントン地区<br>標　　高　1200～1500m<br>生  産  者　バタック族<br>プロセス　スマトラ式<br>焙  煎  度　フルシティロースト</p>",ボタリズムコーヒーロースター,Beans,"beans, Indonesia, インドネシア, スマトラ, スマトラ式, フルシティロースト, 深煎り",active,2023-03-01T19:13:27+09:00,2025-08-02T06:58:10+09:00,2023-03-03T12:32:29+09:00,,gid://shopify/Product/8142135263535,44583735492911,豆のまま / 300g,2700,,,320.0,g,-9,deny,manual
8142135263535,インドネシア スマトラ G1 タノバタック スマトラ式,"<p><strong>【焙煎士から一言】</strong><br>高品質なグレード１のマンデリン「タノバタック」のハーバルな香り、チョコレートやバターのような濃厚なマウスフィールをお楽しみください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>マンデリンという名称で知名度の高いスマトラ島のアラビカ種のコーヒーはインドネシアではコーヒー全体のうち10%程度しか生産されておらず、そのコクの深い風味は日本のコーヒー通の間で長く親しまれています。<br>「タノバタック」は「民族の大地」を意味します。6つの言語を持つ民族からなるバタック族にとってコーヒー栽培は共通の重要な農的な営みであり、火山灰土壌、有機物に富んだ肥沃な大地でマメ科植物をシェードツリーとして混植し、理想的な環境下で栽培しています。<br>恵まれた環境下で育つコーヒーチェリーを熟した状態で収穫し、スマトラ式と言われるプロセスによって濃い緑の生豆となります。<br></p>
<p>製  品  名　インドネシア リントン タノバタック<br>生産地区　スマトラ島 リントン地区<br>標　　高　1200～1500m<br>生  産  者　バタック族<br>プロセス　スマトラ式<br>焙  煎  度　フルシティロースト</p>",ボタリズムコーヒーロースター,Beans,"beans, Indonesia, インドネシア, スマトラ, スマトラ式, フルシティロースト, 深煎り",active,2023-03-01T19:13:27+09:00,2025-08-02T06:58:10+09:00,2023-03-03T12:32:29+09:00,,gid://shopify/Product/8142135263535,44583735525679,豆のまま / 500g,4270,,,550.0,g,-4,deny,manual
8142135263535,インドネシア スマトラ G1 タノバタック スマトラ式,"<p><strong>【焙煎士から一言】</strong><br>高品質なグレード１のマンデリン「タノバタック」のハーバルな香り、チョコレートやバターのような濃厚なマウスフィールをお楽しみください。<br></p>
<hr>
<p><strong>【産地情報】</strong><br>マンデリンという名称で知名度の高いスマトラ島のアラビカ種のコーヒーはインドネシアではコーヒー全体のうち10%程度しか生産されておらず、そのコクの深い風味は日本のコーヒー通の間で長く親しまれています。<br>「タノバタック」は「民族の大地」を意味します。6つの言語を持つ民族からなるバタック族にとってコーヒー栽培は共通の重要な農的な営みであり、火山灰土壌、有機物に富んだ肥沃な大地でマメ科植物をシェードツリーとして混植し、理想的な環境下で栽培しています。<br>恵まれた環境下で育つコーヒーチェリーを熟した状態で収穫し、スマトラ式と言われるプロセスによって濃い緑の生豆となります。<br></p>
<p>製  品  名　インドネシア リントン タノバタック<br>生産地区　スマトラ島 リントン地区<br>標　　高　1200～1500m<br>生  産  者　バタック族<br>プロセス　スマトラ式<br>焙  煎  度　フルシティロースト</p>",ボタリズムコーヒーロースター,Beans,"beans, Indonesia, インドネシア, スマトラ, スマトラ式, フルシティロースト, 深煎り",active,2023-03-01T19:13:27+09:00,2025-08-02T06:58:10+09:00,2023-03-03T12:32:29+09:00,,gid://shopify/Product/8142135263535,44583735558447,中細挽き / 100g,900,,,120.0,g,-3,deny,manual
